Store ID,Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone
977,Lougheed & Ottawa,Starbucks,4348-1982,604-552-1671,CO,"2325 Ottawa Street, 100, Poco Home & Business Centre",2325 Ottawa Street,100,Poco Home & Business Centre,Port Coquitlam,BC,CA,V3B 8A4,"(49.2566223144531, -122.747200012207)",49.25662231,-122.7472,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
978,YVR Vancouver Main/DTB,Starbucks,72343-6246,604-231-3731,LS,"3211 Grant McConnachie Way, Vancouver International Airport",3211 Grant McConnachie Way,,Vancouver International Airport,Richmond,BC,CA,V7B 1X7,"(49.1951751708984, -123.182838439941)",49.19517517,-123.1828384,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
979,"YUL Mont Drvl Intl Depart, Gate 16",Starbucks,72385-5765,514-633-9972,LS,"975 Boul. Romeo Vachon, #275 Nord.",975 Boul. Romeo Vachon,#275 Nord.,,Dorval,QC,CA,H4Y 1H1,"(45.4572906494141, -73.7527313232422)",45.45729065,-73.75273132,Eastern Standard Time,-300,GMT-05:00 America/Montreal
980,2401 City Park Drive,Starbucks,4357-2069,(613) 744-2663,CO,2401 City Park Drive,2401 City Park Drive,,,Gloucester,ON,CA,K1J 1G1,"(45.4330406188965, -75.6137161254883)",45.43304062,-75.61371613,Eastern Standard Time,-300,GMT-05:00 America/Toronto
981,Whiterock,Starbucks,194-140,(604) 541-1170,CO,1730 152nd Street,1730 152nd Street,,,South Surrey,BC,CA,V4A 4N4,"(49.0334091186523, -122.800819396973)",49.03340912,-122.8008194,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
983,Southland Chapters,Starbucks,4352-2303,306-569-9766,CO,"2627 Gordon Road, Southland Mall",2627 Gordon Road,,Southland Mall,Regina,SK,CA,S4S 6H7,"(50.4019203186035, -104.619148254395)",50.40192032,-104.6191483,Canada Central Standard Time,-360,GMT-06:00 America/Regina
984,Richmond Hospital/Lobby,Starbucks,72112-2995,604-244-5540,LS,7000 Westminster Hwy,7000 Westminster Hwy,,,Richmond,BC,CA,V6X 1A2,"(49.1696739196777, -123.147117614746)",49.16967392,-123.1471176,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
986,Prairie Mall,Starbucks,136-169,(604) 945-5177,CO,"1470 Prairie Avenue, Unit 1480",1470 Prairie Avenue,Unit 1480,,Coquitlam,BC,CA,V3B 5M8,"(49.2706756591797, -122.755363464355)",49.27067566,-122.7553635,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
987,Heritage Mountain,Starbucks,143-17,(604) 469-3318,CO,330-221 Ioco Road,330-221 Ioco Road,,,Port Moody,BC,CA,V3H 4H2,"(49.2838745117188, -122.827926635742)",49.28387451,-122.8279266,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
988,52 Quarry Edge Dr,Starbucks,4343-2067,905-456-1118,CO,"52 Quarry Edge Drive, Market Square Mall",52 Quarry Edge Drive,,Market Square Mall,Brampton,ON,CA,L6V 2K2,"(43.7061309814453, -79.7832107543945)",43.70613098,-79.78321075,Eastern Standard Time,-300,GMT-05:00 America/Toronto
989,Yonge @ Rose Hill,Starbucks,4282-879,(416) 920-5955,CO,5 Rose Hill Ave.,5 Rose Hill Ave.,,,Toronto,ON,CA,M5V 1Z7,"(43.6861000061035, -79.392936706543)",43.68610001,-79.39293671,Eastern Standard Time,-300,GMT-05:00 America/Toronto
990,South Pointe Chapters,Starbucks,4289-776,780-463-4300,CO,3227 Calgary Trail Southbound,3227 Calgary Trail Southbound,,,Edmonton,AB,CA,T6W 1A1,"(53.4642181396484, -113.493095397949)",53.46421814,-113.4930954,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
991,St.Albert Chapters,Starbucks,4330-1870,780-458-6551,CO,"445 St. Albert Road, Unit 30",445 St. Albert Road,Unit 30,,St. Albert,AB,CA,T8N 6T9,"(53.6462478637695, -113.625465393066)",53.64624786,-113.6254654,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
992,Lougheed Mall,Starbucks,4274-565,(604) 415-5336,CO,"9855 Austin Avenue, Unit 215A",9855 Austin Avenue,Unit 215A,,Burnaby,BC,CA,V3J 1N4,"(49.2505187988281, -122.894569396973)",49.2505188,-122.8945694,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
993,2210 Bank Street,Starbucks,4277-915,6137333227,CO,"2210 Bank Street, South Keys Shopping Center",2210 Bank Street,,South Keys Shopping Center,Ottawa,ON,CA,K1V 1G6,"(45.3567314147949, -75.6558303833008)",45.35673141,-75.65583038,Eastern Standard Time,-300,GMT-05:00 America/Toronto
995,900 Eglinton Ave. W.,Starbucks,4206-529,(416) 780-9138,CO,900 Eglington Avenue West,900 Eglington Avenue West,,,Toronto,ON,CA,M6C 2B6,"(43.7007179260254, -79.4274520874023)",43.70071793,-79.42745209,Eastern Standard Time,-300,GMT-05:00 America/Toronto
996,West Fourth (Original Store),Starbucks,164-110,(604) 737-0477,CO,2270 West 4th Street,2270 West 4th Street,,,Vancouver,BC,CA,V6K 1N8,"(49.2680206298828, -123.156677246094)",49.26802063,-123.1566772,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
999,90 Great Lakes Dr,Starbucks,4344-1729,905-789-0080,CO,"90 Great Lakes Drive, Unit 116, Trinity Common",90 Great Lakes Drive,Unit 116,Trinity Common,Brampton,ON,CA,L6R 2K7,"(43.7287178039551, -79.7624893188477)",43.7287178,-79.76248932,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1001,Complexe Pointe Claire,Starbucks,72120-3368,514-428-5500,LS,"6321 Autoroute Transcanadienne, Unit 796",6321 Autoroute Transcanadienne,Unit 796,,Point Claire,QC,CA,H9S 5S5,"(45.4663963317871, -73.8219833374023)",45.46639633,-73.82198334,Eastern Standard Time,-300,GMT-05:00 America/Montreal
1002,YVR Vancouver US Departures,Starbucks,72346-6249,604-231-3731,LS,"3211 Grant McConnachie Way, Vancouver International Airport",3211 Grant McConnachie Way,,Vancouver International Airport,Richmond,BC,CA,V7B 1X7,"(49.1953086853027, -123.177978515625)",49.19530869,-123.1779785,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1004,Park & Tilford,Starbucks,161-190,(604) 986-4255,CO,"333 Brooksbank Ave., #510",333 Brooksbank Ave.,#510,,North Vancouver,BC,CA,V7J 2S8,"(49.3087997436523, -123.042488098145)",49.30879974,-123.0424881,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1005,West 10th,Starbucks,171-107,(604) 222-1456,CO,4580 West 10th Ave.,4580 West 10th Ave.,,,Vancouver,BC,CA,V6R 2J2,"(49.2637100219727, -123.211547851563)",49.26371002,-123.2115479,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1006,Lynn Valley,Starbucks,172-237,(604) 986-6153,CO,2990 Mountain Highway,2990 Mountain Highway,,,North Vancouver,BC,CA,V7J 3H2,"(49.3361053466797, -123.037582397461)",49.33610535,-123.0375824,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
950,Safeway-Calgary #2704,Starbucks,74471-96065,,LS,4915 130th Avenue SE,4915 130th Avenue SE,,,Calgary,AB,CA,T2Z 3V8,"(50.9305534362793, -113.96337890625)",50.93055344,-113.9633789,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
998,Safeway-Coquitlam #20,Starbucks,74145-25829,6049418212,LS,"3205 Lougheed Hwy., 100",3205 Lougheed Hwy.,100,,Coquitlam,BC,CA,V3B 1C6,"(49.2764511108398, -122.791969299316)",49.27645111,-122.7919693,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1009,Richlea Square,Starbucks,125-167,(604) 241-7826,CO,"10151 No. 3 Road, Space #8",10151 No. 3 Road,Space #8,,Richmond,BC,CA,V7A 4R6,"(49.1389198303223, -123.138473510742)",49.13891983,-123.1384735,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1010,Cloverdale,Starbucks,139-24,(604) 576-7828,CO,"17967 56th Avenue, Space #6",17967 56th Avenue,Space #6,,Surrey,BC,CA,V3S 1E2,"(49.1044731140137, -122.725273132324)",49.10447311,-122.7252731,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1011,No.1 & Westminster /TerraNova,Starbucks,4349-1305,6042071177,CO,"3677 Westminster Highway, Unit #100, Terra Nova Village Shopping Centre",3677 Westminster Highway,Unit #100,Terra Nova Village Shopping Centre,Richmond,BC,CA,V6X 2C7,"(49.1702537536621, -123.182464599609)",49.17025375,-123.1824646,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1013,76 Barrie View Dr,Starbucks,4329-1750,705-735-6565,CO,76 Barrie View Drive,76 Barrie View Drive,,,Barrie,ON,CA,L4N 8V4,"(44.3356857299805, -79.6885986328125)",44.33568573,-79.68859863,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1014,1984 Queen St.East,Starbucks,4227-532,(416) 690-0731,CO,1984 Queen Street East,1984 Queen Street East,,,Toronto,ON,CA,M4L 1J2,"(43.670036315918, -79.3005981445313)",43.67003632,-79.30059814,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1016,Spruceland,Starbucks,4419-58659,250/614-1811,CO,"643  West Central Street, Spruceland Shopping Centre",643  West Central Street,,Spruceland Shopping Centre,Prince George,BC,CA,V2M 3C6,"(53.919490814209, -122.783302307129)",53.91949081,-122.7833023,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1017,1300 Kingston Rd,Starbucks,4414-20599,905-837-2918,CO,1300 Kingston Road,1300 Kingston Road,,,Pickering,ON,CA,L1V 3M9,"(43.8366470336914, -79.0899200439453)",43.83664703,-79.08992004,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1019,446 Spadina Rd.,Starbucks,4210-531,(416) 932-0895,CO,446 Spadina Rd.,446 Spadina Rd.,,,Toronto,ON,CA,M5P 3M2,"(43.6892623901367, -79.4129638671875)",43.68926239,-79.41296387,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1020,Yaletown,Starbucks,4213-35,(604) 662-4030,CO,"1195 Mainland St, The Hamilton",1195 Mainland St,,The Hamilton,Vancouver,BC,CA,V6B 2S2,"(49.2747383117676, -123.122200012207)",49.27473831,-123.1222,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1022,81 Front St E at Jarvis,Starbucks,4220-765,416 9559956,CO,81 Front Street East,81 Front Street East,,,Toronto,ON,CA,M5E 1B8,"(43.6487770080566, -79.3725204467773)",43.64877701,-79.37252045,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1024,12 Ave & 8th Street SW,Starbucks,4437-75580,403/228-3372,CO,"1210 8th Street SW, 100, Petrawest Plaza",1210 8th Street SW,100,Petrawest Plaza,Calgary,AB,CA,T2R 1L3,"(51.0417900085449, -114.081344604492)",51.04179001,-114.0813446,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
1025,494 Bloor Street West,Starbucks,4438-75461,416-535-9984,CO,494 Bloor Street West,494 Bloor Street West,,,Toronto,ON,CA,M5S 1Y2,"(43.665412902832, -79.4099502563477)",43.6654129,-79.40995026,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1027,111 Lakeshore Rd W,Starbucks,4387-23529,905-278-7562,CO,111 Lakeshore Rd W,111 Lakeshore Rd W,,,Port Credit,ON,CA,L5H 1E9,"(43.549877166748, -79.587272644043)",43.54987717,-79.58727264,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1028,Chapters - Peterborough,Starbucks,72200-1964,705-740-2272,LS,873 Lansdowne St. W,873 Lansdowne St. W,,,Peterborough,ON,CA,K9J 1Z5,"(44.2833518981934, -78.339729309082)",44.2833519,-78.33972931,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1029,Country Hills,Starbucks,4383-14851,403/241-5501,CO,"5149 Country Hills Blvd, Country Hills Village",5149 Country Hills Blvd,,Country Hills Village,Calgary,AB,CA,T3A 5K8,"(51.1378593444824, -114.157653808594)",51.13785934,-114.1576538,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
1031,College Heights,Starbucks,4452-79463,250-906-0001,CO,"5212 Domano Blvd, Ste 100, College Heights Plaza",5212 Domano Blvd,Ste 100,College Heights Plaza,Prince George,BC,CA,V2N 4A1,"(53.8681335449219, -122.775207519531)",53.86813354,-122.7752075,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1033,Millstream & McCallum,Starbucks,4422-64599,250/478-1749,CO,"719 McCallum Road, 101, Millstream & McCallum",719 McCallum Road,101,Millstream & McCallum,Langford,BC,CA,V9B 6A2,"(48.4597244262695, -123.497817993164)",48.45972443,-123.497818,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1034,Westbrook Mall,Starbucks,4403-15393,4032172485,CO,"1200 - 37 Street SW, Unit 14, Westbrook Mall",1200 - 37 Street SW,Unit 14,Westbrook Mall,Calgary,AB,CA,T3C 1S2,"(51.0419502258301, -114.139419555664)",51.04195023,-114.1394196,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
1035,Sunridge Chapters,Starbucks,4385-2785,403-219-3501,CO,"2555 32nd Street NE, Unit #500, Sunridge Power Centre",2555 32nd Street NE,Unit #500,Sunridge Power Centre,Calgary,AB,CA,T1Y 7J6,"(51.0752639770508, -113.991149902344)",51.07526398,-113.9911499,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
1038,Panorama Hills,Starbucks,4399-29216,403-226-9867,CO,"177 Country Hills Blvd NW, Unit #238, Panorama Hills Shopping Centre",177 Country Hills Blvd NW,Unit #238,Panorama Hills Shopping Centre,Calgary,AB,CA,T3K 5M6,"(51.1484756469727, -114.071502685547)",51.14847565,-114.0715027,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
1040,Chapters-Moncton,Starbucks,72126-4209,506-854-8121,LS,499 Paul Street,499 Paul Street,,,Dieppe,NB,CA,E1A 6S5,"(46.0959663391113, -64.7607421875)",46.09596634,-64.76074219,Atlantic Standard Time,-240,GMT-04:00 America/Moncton
1041,Pacific Blvd & Davie/Concord,Starbucks,4359-1858,604-609-7717,CO,125 Davie Street,125 Davie Street,,,Vancouver,BC,CA,V6Z 2Y1,"(49.2733726501465, -123.120025634766)",49.27337265,-123.1200256,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1042,Jasper Ave & 109 St,Starbucks,4360-6146,780-425-5133,CO,10116 109th Street,10116 109th Street,,,Edmonton,AB,CA,T5J 1M7,"(53.541130065918, -113.508926391602)",53.54113007,-113.5089264,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
1044,Yonge & Shuter (TEC),Starbucks,4361-1347,416-593-8570,CO,"220 Yonge Street, Unit YG-18, Toronto Eaton Centre",220 Yonge Street,Unit YG-18,Toronto Eaton Centre,Toronto,ON,CA,M5B 2H1,"(43.6540145874023, -79.3801879882813)",43.65401459,-79.38018799,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1045,Robson & Homer,Starbucks,4355-5552,604-687-1187,CO,"398 Robson Street, Unit #5",398 Robson Street,Unit #5,,Vancouver,BC,CA,V6B 6M3,"(49.2792549133301, -123.116928100586)",49.27925491,-123.1169281,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1046,Duncan Plaza,Starbucks,134-200,250-746-9394,CO,"350 Trunk Road, #15-16",350 Trunk Road,#15-16,,Duncan,BC,CA,V9L 2P2,"(48.7766227722168, -123.70133972168)",48.77662277,-123.7013397,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1047,Mission Park,Starbucks,138-23,250-762-6273,CO,"3151 Lakeshore Road, #55",3151 Lakeshore Road,#55,,Kelowna,BC,CA,V1Y 2M3,"(49.8602905273438, -119.490898132324)",49.86029053,-119.4908981,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1048,Seabus,Starbucks,151-119,(604) 685-3758,CO,601 West Cordova,601 West Cordova,,,Vancouver,BC,CA,V6B 1G1,"(49.2856903076172, -123.111610412598)",49.28569031,-123.1116104,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1049,Kitsilano Beach,Starbucks,179-104,6047312059,CO,1500 Yew Street,1500 Yew Street,,,Vancouver,BC,CA,V6K 3E4,"(49.2724571228027, -123.154815673828)",49.27245712,-123.1548157,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1050,Mt. Pleasant,Starbucks,187-125,(604) 873-5176,CO,2980 Main Street,2980 Main Street,,,Vancouver,BC,CA,V5T 3G3,"(49.2584915161133, -123.100929260254)",49.25849152,-123.1009293,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1051,Broadway & Heather,Starbucks,193-131,(604) 708-0030,CO,682 West Broadway,682 West Broadway,,,Vancouver,BC,CA,V5Z 1G1,"(49.263126373291, -123.119468688965)",49.26312637,-123.1194687,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1053,2 Orchard Heights Blvd,Starbucks,4340-1875,905/726-8636,CO,"2 Orchard Heights Blvd., Unit 17",2 Orchard Heights Blvd.,Unit 17,,Aurora,ON,CA,L4G 3W3,"(44.0094032287598, -79.4705963134766)",44.00940323,-79.47059631,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1055,Scarborough Chptrs,Starbucks,4350-2078,4163354016,CO,20 William Kitchen Road,20 William Kitchen Road,,,Scarborough,ON,CA,M1P 5B7,"(43.7724685668945, -79.2830200195313)",43.77246857,-79.28302002,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1056,3050 Vega Blvd,Starbucks,4290-1226,(905) 828-2080,CO,"3050 Vega Blvd, Erin Mills Power Centre",3050 Vega Blvd,,Erin Mills Power Centre,Mississauga,ON,CA,L5L 4X8,"(43.5157890319824, -79.690788269043)",43.51578903,-79.69078827,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1057,Campbell River,Starbucks,4293-556,(250) 286-6335,CO,"1416 Island Highway, Unit 136, Discovery Harbour Shopping Center",1416 Island Highway,Unit 136,Discovery Harbour Shopping Center,Campbell River,BC,CA,V9W 2E3,"(50.0340957641602, -125.250297546387)",50.03409576,-125.2502975,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1058,250 Queen St. W.,Starbucks,4232-772,(416) 595-5868,CO,250 Queen Street West,250 Queen Street West,,,Toronto,ON,CA,M5V 1Z7,"(43.6500053405762, -79.3909912109375)",43.65000534,-79.39099121,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1060,London Station,Starbucks,4255-961,(604) 581-2632,CO,"10362 King George Highway, London Station",10362 King George Highway,,London Station,Surrey,BC,CA,V3T 2W5,"(49.1910743713379, -122.844535827637)",49.19107437,-122.8445358,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1061,Sidney,Starbucks,4262-779,(250) 655-0949,CO,2471 Beacon Avenue,2471 Beacon Avenue,,,Sidney,BC,CA,V8L 1X7,"(48.6487503051758, -123.39762878418)",48.64875031,-123.3976288,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1063,Clearbrook Town Square,Starbucks,177-239,(604) 864-0254,CO,32470 South Fraser Way,32470 South Fraser Way,,,Clearbrook,BC,CA,V2T 4W1,"(49.0510597229004, -122.324630737305)",49.05105972,-122.3246307,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1064,2nd Ave & 22nd Street,Starbucks,4456-83780,306-665-5558,CO,100 - 2nd Avenue S,100 - 2nd Avenue S,,,Saskatoon,SK,CA,S7K 1K5,"(52.1285285949707, -106.663505554199)",52.12852859,-106.6635056,Canada Central Standard Time,-360,GMT-06:00 America/Regina
1065,Kingsland Plaza,Starbucks,4446-79061,403-253-4602,CO,"7616 Elbow Drive SW, Kingsland Plaza",7616 Elbow Drive SW,,Kingsland Plaza,Calgary,AB,CA,T2V 1K2,"(50.9854164123535, -114.082557678223)",50.98541641,-114.0825577,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
1066,Brock Plaza Hotel - Retail Strip,Starbucks,75571-68502,,LS,5685 Falls Ave,5685 Falls Ave,,,Niagara Falls,ON,CA,L2E 6W7,"(43.0932350158691, -79.0694732666016)",43.09323502,-79.06947327,Eastern Standard Time,-300,GMT-05:00 America/New_York
1067,1855 Burrard Street,Starbucks,4454-82765,604-733-4205,CO,1855 Burrard Street,1855 Burrard Street,,,Vancouver,BC,CA,V6J 3G9,"(49.2690238952637, -123.146018981934)",49.2690239,-123.146019,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1068,Coquitlam Centre,Starbucks,4421-61619,604/468-7891,CO,"2600-2929 Barnet Highway, #2600, Coquitlam Centre",2600-2929 Barnet Highway,#2600,Coquitlam Centre,Coquitlam,BC,CA,V3B 5R5,"(49.2808647155762, -122.799530029297)",49.28086472,-122.79953,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1069,Mt. Lehman Centre - Abbotsford,Starbucks,4623-98618,604-856-2531,CO,"3250 Mt. Lehman Road, Mt. Lehman Centre",3250 Mt. Lehman Road,,Mt. Lehman Centre,Abbotsford,BC,CA,V4X 2M9,"(49.0613861083984, -122.380706787109)",49.06138611,-122.3807068,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1070,Austin Station,Starbucks,4499-91240,604-931-2115,CO,"2662 Austin Avenue, Austin Station",2662 Austin Avenue,,Austin Station,Coquitlam,BC,CA,V3K 6C4,"(49.2488822937012, -122.818435668945)",49.24888229,-122.8184357,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1071,Killarney Shopping Ctre,Starbucks,4553-101499,604-451-9051,CO,"2685 E 49th Avenue, Killarney Shopping Centre",2685 E 49th Avenue,,Killarney Shopping Centre,Vancouver,BC,CA,V5S 1J9,"(49.2250900268555, -123.053520202637)",49.22509003,-123.0535202,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
1072,Millrise Centre,Starbucks,4619-98394,403-254-2008,CO,"150 Millrise Boulevard SW, 7115, Millrise Centre",150 Millrise Boulevard SW,7115,Millrise Centre,Calgary,AB,CA,T2Y 5G7,"(50.9143295288086, -114.073280334473)",50.91432953,-114.0732803,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
1073,College & Dovercourt,Starbucks,4637-99042,416-588-7979,CO,941 College Street,941 College Street,,,Toronto,ON,CA,M6H 1A6,"(43.6534614562988, -79.4264373779297)",43.65346146,-79.42643738,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1075,Cochrane City Centre,Starbucks,4626-99131,403-932-9856,CO,"120 5th Avenue West, 301",120 5th Avenue West,301,,Cochrane,AB,CA,T4C 0A4,"(51.1892280578613, -114.474739074707)",51.18922806,-114.4747391,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
1080,125 Riocan Ave,Starbucks,4652-99940,613-823-3345,CO,"125 Riocan Ave, 1",125 Riocan Ave,1,,Ottawa,ON,CA,K2J 5G4,"(45.269588470459, -75.7394027709961)",45.26958847,-75.73940277,Eastern Standard Time,-300,GMT-05:00 America/Toronto
1081,194 Commercial Blvd,Starbucks,4668-101117,519-735-5110,CO,194 Commercial Boulevard,194 Commercial Boulevard,,,Lakeshore,ON,CA,N9K 1G5,"(42.3053588867188, -82.8598861694336)",42.30535889,-82.85988617,Eastern Standard Time,-300,GMT-05:00 America/Toronto
